0.04,6.3
0.16,26.8
0.32,56.6
0.51,79.4
0.57,97
0.75,112.4
1.06,126
1.43,135.6
1.72,146
2.08,154.2
2.4,162.2
2.71,170.2
3.03,177.6
3.36,183
3.73,187.8
4.12,192.2
4.46,198
4.68,202.2
4.96,207.4
5.32,209.1
5.67,213.8
6.01,215.2
6.39,217.8
6.65,219.8
7.02,220.8
7.33,220.4
7.68,222.8
7.99,224.2
8.18,224.2
8.67,225.2
9.08,225.9
9.17,226.6
9.45,229.6
9.74,227.4
10.03,228
10.22,227.9
10.52,228.2
10.76,227.6
11.11,227.1
11.35,225.6
11.73,219.3
12.79,190.4
